transaction_id,transaction_amount,payment_method,transaction_hour,delivery_time_days,device_type,ip_risk_score,customer_age,customer_region,num_previous_transactions,chargeback_history,account_tenure_days,preferred_language,num_items,discount_applied,cart_abandon_rate,time_on_site_sec,favourite_animal,astrological_sign,lucky_number,browser_theme_color,random_string,browser_version_str,fraudulent
16195,410.11,card,16,5,desktop,10.2,22,ME,1,0,2684,en,5,0,0.846,205,elephant,Leo,21,purple,r_7624,purple_elephant,0
16196,61.66,apple_pay,1,3,mobile,23.6,63,APAC,1,0,1318,en,5,1,0.233,336,elephant,Gemini,81,dark,r_5609,dark_elephant,0
16197,99.06,card,16,1,mobile,11.2,59,ME,1,0,681,en,6,1,0.098,312,elephant,Virgo,80,dark,r_5659,dark_elephant,0
16198,4.63,apple_pay,18,1,mobile,10.9,40,APAC,5,0,2838,de,3,0,0.165,314,owl,Aries,24,dark,r_5883,dark_owl,0
16199,79.92,card,8,2,mobile,6.3,69,EU,6,0,4047,fr,8,1,0.29,314,rabbit,Capricorn,97,dark,r_4523,dark_rabbit,0
16200,115.73,card,23,2,desktop,22.1,62,EU,0,0,543,en,7,0,0.106,306,tiger,Capricorn,58,blue,r_9624,blue_tiger,0
16201,120.59,card,11,3,desktop,10.8,27,EU,8,0,1094,fr,9,0,0.119,0,dog,Scorpio,18,dark,r_153,dark_dog,0
16202,117.61,card,15,1,desktop,3.3,25,EU,2,0,4090,en,3,0,0.403,57,tiger,Pisces,74,green,r_9169,green_tiger,0
16203,20.52,bank_transfer,3,3,desktop,25.1,32,APAC,4,0,4363,en,9,0,0.517,97,dog,Taurus,54,purple,r_2912,purple_dog,0
16204,296.4,card,23,3,mobile,13.3,72,EU,0,0,3538,fr,3,0,0.247,52,rabbit,Scorpio,83,light,r_845,light_rabbit,0
16205,426.83,apple_pay,10,2,desktop,48.9,41,EU,5,0,297,es,2,0,0.269,320,tiger,Capricorn,7,green,r_350,green_tiger,0
16206,6.29,card,20,5,desktop,29.1,64,NA,2,0,2702,de,3,0,0.603,279,dog,Pisces,9,light,r_5840,light_dog,0
16207,220.47,paypal,19,2,mobile,23.3,19,NA,2,0,1202,en,7,0,0.174,105,elephant,Pisces,36,light,r_1900,light_elephant,0
16208,27.34,paypal,3,1,desktop,5.9,55,LATAM,2,0,4094,en,2,0,0.295,245,rabbit,Aries,49,light,r_8258,light_rabbit,0
16209,93.51,card,1,1,mobile,13.3,55,NA,7,0,17,en,4,1,0.302,221,tiger,Virgo,23,purple,r_2703,purple_tiger,0
16210,33.01,card,9,2,mobile,42.5,51,EU,3,0,2069,en,9,0,0.455,226,rabbit,Virgo,61,blue,r_8114,blue_rabbit,0
16211,274.75,card,8,1,mobile,3.9,73,EU,5,0,4241,fr,5,0,0.4,448,elephant,Libra,26,dark,r_9924,dark_elephant,0
16212,8.56,card,16,3,mobile,11.3,22,EU,2,0,2102,en,2,0,0.37,354,owl,Virgo,13,blue,r_492,blue_owl,0
16213,55.09,apple_pay,11,7,desktop,7.2,50,EU,0,0,495,fr,1,0,0.105,303,cat,Gemini,72,dark,r_8910,dark_cat,0
16214,44.7,google_pay,3,7,mobile,7.6,39,EU,5,0,567,es,9,0,0.503,49,dog,Pisces,84,purple,r_4594,purple_dog,0
16215,31.56,paypal,8,2,mobile,14.1,45,NA,4,0,1465,es,9,1,0.108,125,tiger,Virgo,23,green,r_9814,green_tiger,0
16216,82.97,paypal,13,7,tablet,3.8,44,APAC,1,0,3951,it,6,0,0.241,77,owl,Cancer,77,dark,r_416,dark_owl,0
16217,11.24,card,3,14,desktop,45.4,56,NA,4,0,4215,en,3,1,0.172,263,dog,Leo,62,green,r_7665,green_dog,0
16218,100.89,card,1,2,desktop,22.7,20,NA,1,0,2604,fr,7,0,0.171,394,dog,Sagittarius,27,blue,r_6485,blue_dog,0
16219,315.37,bank_transfer,17,7,desktop,19.4,71,NA,5,0,3659,pt,3,0,0.288,228,dog,Leo,94,blue,r_9825,blue_dog,1
16220,130.6,card,12,14,mobile,7.5,74,APAC,4,0,309,en,1,0,0.367,274,owl,Virgo,32,blue,r_9218,blue_owl,0
16221,157.3,paypal,9,5,desktop,20.1,32,EU,2,0,4452,en,1,0,0.188,306,tiger,Capricorn,12,light,r_8838,light_tiger,0
16222,35.66,paypal,13,2,tablet,35.7,66,NA,2,0,3990,fr,8,0,0.684,93,cat,Virgo,66,light,r_551,light_cat,0
16223,31.43,card,8,3,mobile,21.2,57,EU,3,0,1495,en,2,0,0.022,11,tiger,Leo,11,dark,r_5779,dark_tiger,0
16224,58.23,card,10,2,mobile,20.7,74,NA,3,0,2493,en,7,0,0.074,141,rabbit,Scorpio,36,dark,r_2092,dark_rabbit,0
16225,3.74,paypal,19,14,tablet,3.2,47,NA,3,0,139,en,1,0,0.438,209,elephant,Capricorn,4,purple,r_4838,purple_elephant,0
16226,232.56,card,0,1,mobile,7.4,73,LATAM,2,1,4272,it,9,1,0.401,188,cat,Pisces,78,blue,r_2036,blue_cat,0
16227,12.42,bank_transfer,11,7,desktop,14.7,55,EU,5,0,1233,it,4,1,0.24,134,elephant,Pisces,79,light,r_9813,light_elephant,0
16228,186.65,card,16,1,mobile,24.9,64,APAC,5,0,1565,es,3,1,0.147,71,elephant,Gemini,90,light,r_2222,light_elephant,0
16229,6.98,card,16,1,desktop,16.5,65,EU,0,0,4136,en,3,1,0.216,154,rabbit,Capricorn,50,blue,r_5881,blue_rabbit,0
16230,138.36,card,7,7,desktop,15.8,75,NA,2,0,3506,en,9,0,0.179,31,dog,Aquarius,93,dark,r_4801,dark_dog,0
16231,13.19,paypal,16,7,desktop,24.1,47,ME,3,0,1211,en,8,1,0.266,2,dog,Cancer,65,light,r_1055,light_dog,0
16232,3.11,card,20,2,desktop,14.9,39,NA,4,0,1827,es,5,1,0.685,235,elephant,Gemini,80,dark,r_5713,dark_elephant,1
16233,101.69,card,19,14,mobile,16.2,33,EU,5,0,2589,fr,8,1,0.464,113,dog,Cancer,20,light,r_3990,light_dog,0
16234,26.31,card,20,7,mobile,13.0,69,EU,1,0,1092,en,1,0,0.28,49,owl,Gemini,25,light,r_1862,light_owl,0
16235,100.28,card,12,7,mobile,30.3,64,EU,1,0,134,en,2,0,0.091,330,owl,Aries,66,green,r_1154,green_owl,1
16236,64.79,card,12,3,mobile,25.0,62,APAC,5,0,3133,de,7,0,0.285,392,cat,Sagittarius,87,blue,r_368,blue_cat,0
16237,9.22,card,14,14,mobile,19.8,48,NA,1,0,3298,en,1,1,0.525,232,rabbit,Taurus,88,green,r_5838,green_rabbit,0
16238,215.21,card,17,5,mobile,49.3,68,EU,3,1,1308,de,2,1,0.314,175,dog,Cancer,93,dark,r_7652,dark_dog,0
16239,48.16,card,12,7,desktop,7.8,22,APAC,4,0,201,fr,2,1,0.285,178,elephant,Libra,6,green,r_594,green_elephant,0
16240,106.08,card,7,2,mobile,18.0,75,EU,4,0,2169,it,8,0,0.209,136,rabbit,Gemini,21,dark,r_9204,dark_rabbit,0
16241,55.62,card,6,3,desktop,28.4,64,EU,1,0,1561,pt,3,0,0.264,186,cat,Pisces,23,purple,r_6279,purple_cat,0
16242,74.18,card,22,7,mobile,5.8,54,NA,1,0,3928,en,9,0,0.322,84,elephant,Taurus,25,blue,r_2818,blue_elephant,0
16243,28.85,card,18,3,mobile,26.7,42,LATAM,1,0,2891,fr,9,0,0.295,328,elephant,Sagittarius,92,light,r_5154,light_elephant,0
16244,17.89,card,9,5,desktop,30.4,24,EU,4,0,2489,en,3,1,0.298,117,elephant,Pisces,32,blue,r_1941,blue_elephant,0
16245,62.57,google_pay,11,14,desktop,9.9,78,EU,3,0,1438,en,1,1,0.083,176,tiger,Scorpio,8,green,r_2098,green_tiger,0
16246,46.42,card,1,5,mobile,43.4,38,NA,1,0,2710,fr,3,0,0.393,25,dog,Taurus,59,green,r_4662,green_dog,0
16247,39.56,paypal,13,2,mobile,17.9,27,NA,5,0,1731,es,2,0,0.201,243,rabbit,Capricorn,82,light,r_3833,light_rabbit,0
16248,89.32,card,9,1,mobile,26.9,43,EU,2,0,3397,es,9,0,0.162,130,dog,Aries,20,light,r_2166,light_dog,0
16249,93.83,bank_transfer,16,2,desktop,14.8,57,NA,3,0,4127,de,3,1,0.316,146,tiger,Pisces,93,light,r_3279,light_tiger,1
16250,3.76,apple_pay,12,3,mobile,21.3,22,EU,4,0,3162,en,9,1,0.055,278,owl,Gemini,18,blue,r_183,blue_owl,1
16251,33.09,card,0,1,mobile,13.1,69,LATAM,2,0,3518,en,4,0,0.025,1,elephant,Gemini,51,blue,r_7105,blue_elephant,0
16252,42.45,bank_transfer,22,1,mobile,36.2,63,APAC,5,0,2034,en,4,1,0.212,159,tiger,Taurus,37,green,r_1608,green_tiger,0
16253,8.15,card,14,2,mobile,10.9,22,EU,2,0,37,it,5,1,0.398,257,elephant,Leo,49,purple,r_8643,purple_elephant,1
16254,21.52,card,0,7,mobile,19.9,49,NA,4,0,1207,en,8,0,0.354,74,elephant,Sagittarius,48,purple,r_4550,purple_elephant,1
16255,4.24,card,14,1,mobile,17.3,72,APAC,5,0,4964,en,9,1,0.359,241,cat,Cancer,25,purple,r_2186,purple_cat,0
16256,446.71,card,19,1,mobile,18.9,21,EU,0,0,4517,en,6,1,0.163,126,owl,Libra,35,blue,r_3068,blue_owl,0
16257,106.71,card,14,3,mobile,19.0,30,EU,3,0,270,it,9,0,0.006,380,elephant,Taurus,23,green,r_7253,green_elephant,1
16258,7.32,card,13,1,desktop,34.9,78,EU,3,0,3343,pt,1,0,0.166,117,rabbit,Libra,62,dark,r_6064,dark_rabbit,0
16259,1.64,card,12,1,mobile,18.8,54,LATAM,4,0,985,es,9,0,0.198,264,tiger,Cancer,38,blue,r_5018,blue_tiger,0
16260,101.63,paypal,1,1,mobile,34.6,52,NA,2,0,3719,en,3,1,0.179,327,elephant,Virgo,25,light,r_4061,light_elephant,0
16261,46.27,card,7,3,tablet,23.4,54,NA,5,0,2259,en,8,0,0.258,278,owl,Leo,36,light,r_7356,light_owl,0
16262,123.64,card,8,1,mobile,7.8,53,APAC,6,0,45,fr,5,0,0.737,116,dog,Virgo,13,light,r_4094,light_dog,0
16263,205.61,card,18,7,mobile,15.9,56,EU,3,0,4838,en,1,0,0.165,69,cat,Sagittarius,31,dark,r_6204,dark_cat,0
16264,73.16,card,18,1,tablet,7.5,71,NA,3,0,1952,en,6,0,0.118,373,rabbit,Aries,54,light,r_5022,light_rabbit,0
16265,16.57,card,22,14,mobile,12.1,30,EU,6,0,4393,it,1,0,0.352,206,rabbit,Libra,89,dark,r_7770,dark_rabbit,0
16266,121.93,card,8,5,tablet,18.5,36,EU,6,0,256,en,5,0,0.047,251,tiger,Aquarius,47,blue,r_9369,blue_tiger,0
16267,249.54,card,22,5,desktop,2.3,27,ME,4,0,572,en,5,0,0.208,192,rabbit,Pisces,87,light,r_4883,light_rabbit,0
16268,69.44,card,6,1,mobile,6.2,30,LATAM,1,0,3893,fr,9,1,0.174,62,tiger,Gemini,21,dark,r_566,dark_tiger,0
16269,91.66,bank_transfer,13,3,mobile,31.5,64,APAC,3,0,3595,en,3,1,0.289,194,cat,Virgo,8,dark,r_6944,dark_cat,0
16270,32.94,card,1,5,mobile,31.3,34,EU,0,0,2322,en,7,0,0.214,122,dog,Gemini,54,green,r_5982,green_dog,0
16271,38.44,card,11,3,desktop,15.0,20,LATAM,3,0,3788,pt,4,0,0.435,50,owl,Libra,63,light,r_9144,light_owl,0
16272,106.14,card,10,3,mobile,18.9,36,NA,5,0,3316,pt,2,0,0.148,110,cat,Aquarius,10,green,r_6047,green_cat,0
16273,210.23,google_pay,16,1,desktop,10.3,50,EU,4,0,3912,en,3,0,0.184,160,dog,Virgo,16,green,r_9438,green_dog,0
16274,79.32,paypal,1,2,tablet,14.7,37,EU,5,0,3874,en,3,1,0.14,163,rabbit,Taurus,91,purple,r_1292,purple_rabbit,0
16275,124.79,card,21,1,mobile,56.2,55,EU,4,0,222,en,7,1,0.145,47,tiger,Aries,51,green,r_6168,green_tiger,0
16276,15.06,card,11,14,mobile,23.5,37,EU,2,0,3455,en,3,0,0.397,327,owl,Libra,5,dark,r_2991,dark_owl,0
16277,19.06,card,14,3,mobile,17.8,44,LATAM,2,1,2719,en,8,0,0.346,219,tiger,Aquarius,87,green,r_1814,green_tiger,0
16278,60.75,card,7,1,mobile,25.5,40,APAC,2,0,19,de,7,0,0.034,83,elephant,Capricorn,26,light,r_4205,light_elephant,0
16279,15.54,paypal,7,2,mobile,9.3,50,LATAM,4,0,2174,en,2,0,0.389,29,rabbit,Scorpio,82,green,r_612,green_rabbit,0
16280,80.63,card,21,3,mobile,8.3,23,EU,1,0,992,it,6,1,0.075,278,rabbit,Capricorn,67,light,r_2549,light_rabbit,0
16281,27.59,card,17,1,desktop,21.7,26,EU,3,0,919,de,7,0,0.564,40,cat,Pisces,61,light,r_7255,light_cat,0
16282,125.44,card,13,3,mobile,22.3,51,APAC,4,0,2521,es,1,0,0.519,113,rabbit,Libra,91,green,r_9907,green_rabbit,0
16283,132.07,paypal,9,1,desktop,21.6,43,NA,2,0,3308,fr,7,1,0.048,276,tiger,Scorpio,70,light,r_4049,light_tiger,0
16284,49.86,card,3,2,mobile,23.3,69,EU,4,0,904,pt,7,0,0.236,74,owl,Aries,34,blue,r_1761,blue_owl,0
16285,15.96,bank_transfer,15,3,mobile,31.0,75,EU,5,0,407,en,5,0,0.392,345,tiger,Scorpio,56,green,r_8449,green_tiger,0
16286,83.25,card,15,2,mobile,29.5,44,NA,3,0,4404,en,9,1,0.389,87,rabbit,Capricorn,86,purple,r_8993,purple_rabbit,0
16287,394.55,paypal,20,2,desktop,19.4,52,LATAM,5,0,2330,it,2,1,0.349,70,cat,Pisces,17,green,r_3272,green_cat,0
16288,77.95,card,16,5,desktop,10.2,63,EU,4,0,1354,en,8,0,0.457,384,tiger,Sagittarius,25,purple,r_6539,purple_tiger,0
16289,2.91,card,8,2,desktop,52.2,63,EU,1,1,3086,en,7,0,0.081,357,elephant,Gemini,56,light,r_1224,light_elephant,0
16290,1.4,paypal,10,3,mobile,40.2,63,EU,0,0,2746,fr,4,1,0.133,128,elephant,Capricorn,12,light,r_9594,light_elephant,0
16291,30.9,bank_transfer,12,5,desktop,13.3,32,ME,5,0,2871,en,1,0,0.302,1,cat,Virgo,34,purple,r_7326,purple_cat,0
16292,17.43,card,0,1,mobile,22.7,65,EU,3,0,1820,fr,8,0,0.129,106,tiger,Aries,74,blue,r_6767,blue_tiger,0
16293,134.15,paypal,6,1,mobile,9.8,71,NA,3,0,4557,en,2,1,0.281,308,rabbit,Aries,50,purple,r_4462,purple_rabbit,0
16294,149.05,paypal,10,5,desktop,13.9,78,NA,2,0,2153,en,6,1,0.16,44,cat,Aries,30,green,r_1086,green_cat,0
16295,23.94,card,2,3,desktop,21.2,52,EU,3,0,840,en,9,1,0.295,136,tiger,Libra,93,light,r_9982,light_tiger,0
16296,31.52,bank_transfer,1,5,mobile,12.8,67,NA,0,0,2881,en,2,0,0.051,141,rabbit,Virgo,72,purple,r_3765,purple_rabbit,0
16297,21.56,card,13,1,mobile,41.4,25,NA,2,0,4482,en,8,0,0.173,98,cat,Cancer,88,blue,r_1921,blue_cat,0
16298,191.21,paypal,9,5,mobile,35.3,18,LATAM,3,0,2825,es,4,1,0.329,298,cat,Pisces,16,light,r_5742,light_cat,0
16299,55.88,card,23,1,mobile,48.0,59,LATAM,6,0,4065,en,6,0,0.441,173,tiger,Sagittarius,28,light,r_2947,light_tiger,1
16300,85.4,card,19,7,desktop,14.3,76,ME,2,0,3659,fr,7,1,0.339,36,owl,Taurus,59,purple,r_5325,purple_owl,0
16301,42.96,bank_transfer,16,5,desktop,17.0,45,EU,3,0,2842,en,1,0,0.293,141,cat,Aquarius,74,dark,r_4329,dark_cat,0
16302,79.76,card,7,3,desktop,18.8,25,EU,1,0,4703,en,7,1,0.048,222,cat,Leo,88,blue,r_3104,blue_cat,0
16303,39.0,card,14,3,desktop,18.0,62,EU,1,0,3749,es,9,0,0.558,333,elephant,Taurus,51,dark,r_4154,dark_elephant,0
16304,33.2,bank_transfer,21,2,mobile,10.8,49,EU,4,0,3781,de,7,0,0.112,298,tiger,Libra,90,light,r_6946,light_tiger,0
16305,80.51,bank_transfer,5,1,desktop,1.5,23,NA,3,0,3507,en,2,0,0.273,278,owl,Scorpio,39,purple,r_346,purple_owl,0
16306,71.54,card,19,2,mobile,16.6,62,NA,5,0,373,es,7,0,0.134,161,tiger,Gemini,29,purple,r_8103,purple_tiger,0
16307,27.8,card,21,3,mobile,4.8,60,EU,0,0,2670,en,2,0,0.465,481,elephant,Leo,92,blue,r_5865,blue_elephant,0
16308,12.94,paypal,1,14,desktop,30.5,35,APAC,4,0,2182,it,6,0,0.122,80,dog,Cancer,65,green,r_5116,green_dog,0
16309,36.78,card,21,5,desktop,21.2,45,EU,2,0,2560,en,9,0,0.474,294,cat,Sagittarius,32,purple,r_718,purple_cat,0
16310,42.92,card,14,2,mobile,19.8,32,NA,1,0,1277,pt,2,0,0.209,77,dog,Taurus,41,green,r_5879,green_dog,0
16311,79.26,card,15,5,mobile,26.8,49,EU,3,0,1562,en,9,0,0.285,96,cat,Virgo,13,purple,r_7553,purple_cat,0
16312,196.77,card,1,1,desktop,18.7,51,NA,3,0,488,de,7,0,0.403,331,elephant,Libra,86,purple,r_7053,purple_elephant,0
16313,2.95,card,21,2,desktop,29.3,34,EU,3,0,2428,en,7,1,0.272,252,elephant,Cancer,88,purple,r_9479,purple_elephant,0
16314,22.34,paypal,13,2,mobile,16.8,35,EU,4,0,1759,en,1,0,0.204,313,dog,Sagittarius,91,green,r_2144,green_dog,0
16315,17.23,paypal,22,14,mobile,19.8,69,NA,4,0,551,en,3,1,0.426,370,cat,Pisces,1,green,r_1005,green_cat,0
16316,55.82,card,19,2,mobile,12.3,58,NA,3,0,2048,en,9,0,0.179,338,rabbit,Aries,55,purple,r_3933,purple_rabbit,0
16317,44.93,card,0,1,desktop,27.2,60,EU,1,0,3997,en,7,0,0.238,315,rabbit,Sagittarius,13,purple,r_1157,purple_rabbit,0
16318,104.46,card,8,1,desktop,36.4,65,LATAM,5,0,839,en,3,1,0.273,173,rabbit,Capricorn,27,light,r_9835,light_rabbit,0
16319,22.21,card,16,3,mobile,18.4,41,EU,4,0,3535,en,9,1,0.272,183,dog,Leo,25,light,r_2944,light_dog,0
16320,72.21,card,20,2,mobile,12.4,74,EU,4,0,2949,fr,4,0,0.252,53,dog,Aries,21,light,r_8138,light_dog,0
16321,172.23,paypal,13,7,desktop,10.9,63,EU,2,0,4870,de,2,0,0.283,294,rabbit,Leo,19,purple,r_3341,purple_rabbit,0
16322,193.24,card,22,2,mobile,13.1,44,EU,2,0,1194,it,1,0,0.306,5,owl,Gemini,35,purple,r_306,purple_owl,0
16323,255.12,paypal,9,2,desktop,29.2,44,LATAM,2,0,902,it,3,0,0.083,317,elephant,Libra,47,purple,r_1484,purple_elephant,0
16324,118.72,paypal,12,5,mobile,28.6,65,NA,5,0,188,pt,2,0,0.148,162,tiger,Aries,53,green,r_1632,green_tiger,0
16325,189.15,card,12,2,desktop,18.7,18,EU,5,0,3833,en,6,0,0.211,207,tiger,Pisces,85,dark,r_2894,dark_tiger,0
16326,21.38,card,21,5,mobile,48.4,71,NA,1,0,3918,pt,5,0,0.458,160,owl,Leo,16,blue,r_4045,blue_owl,0
16327,17.61,bank_transfer,18,5,mobile,40.1,73,EU,1,0,223,it,2,1,0.114,50,elephant,Libra,57,light,r_431,light_elephant,0
16328,0.52,paypal,7,5,mobile,17.9,27,NA,2,0,4910,en,4,0,0.516,197,owl,Gemini,91,green,r_8299,green_owl,1
16329,98.16,google_pay,6,7,desktop,3.7,62,EU,3,0,2916,pt,1,0,0.526,69,elephant,Libra,84,blue,r_9589,blue_elephant,0
16330,221.77,card,16,5,mobile,23.7,45,EU,3,0,188,de,8,0,0.251,289,cat,Leo,26,green,r_4478,green_cat,0
16331,16.56,apple_pay,7,3,mobile,15.0,30,EU,1,1,4780,en,1,1,0.241,163,owl,Leo,92,blue,r_8591,blue_owl,0
16332,81.06,card,3,14,mobile,25.9,61,EU,1,0,4902,es,1,0,0.489,61,tiger,Aquarius,55,dark,r_4315,dark_tiger,0
16333,109.78,card,6,1,mobile,29.8,76,EU,6,0,3458,it,7,0,0.546,193,dog,Taurus,28,purple,r_5316,purple_dog,0
16334,210.06,card,22,7,mobile,32.9,69,ME,3,0,2854,de,6,0,0.167,52,elephant,Sagittarius,51,green,r_9329,green_elephant,0
16335,83.27,card,19,1,mobile,7.4,61,APAC,4,1,3447,en,2,0,0.385,38,owl,Aquarius,74,purple,r_8496,purple_owl,1
16336,281.31,paypal,23,1,desktop,23.5,55,LATAM,2,0,3369,en,5,0,0.316,105,tiger,Libra,82,purple,r_7387,purple_tiger,1
16337,33.81,card,16,5,mobile,21.4,19,LATAM,2,0,1877,fr,3,1,0.514,234,elephant,Scorpio,44,blue,r_215,blue_elephant,0
16338,34.45,bank_transfer,4,2,mobile,37.2,26,APAC,2,0,3130,en,5,1,0.211,274,owl,Scorpio,41,purple,r_8074,purple_owl,1
16339,62.65,card,19,2,mobile,20.3,54,APAC,3,0,2480,en,2,1,0.509,44,dog,Taurus,19,green,r_6012,green_dog,0
16340,38.7,apple_pay,3,2,mobile,25.9,29,NA,1,0,4077,en,7,0,0.291,220,owl,Taurus,21,blue,r_7313,blue_owl,0
16341,0.11,card,18,1,mobile,17.1,37,APAC,2,0,3755,en,8,0,0.429,77,owl,Aries,85,light,r_536,light_owl,0
16342,105.27,paypal,0,1,mobile,10.4,55,NA,4,0,4313,en,8,1,0.033,187,rabbit,Scorpio,66,light,r_4611,light_rabbit,0
16343,111.45,card,20,1,mobile,34.0,79,NA,1,0,1096,pt,4,0,0.337,206,cat,Leo,20,blue,r_7506,blue_cat,1
16344,109.94,card,23,3,desktop,17.3,28,LATAM,1,1,3070,en,8,0,0.34,101,rabbit,Sagittarius,49,dark,r_2992,dark_rabbit,0
16345,33.85,paypal,9,5,mobile,19.7,42,ME,4,0,1282,es,8,1,0.269,3,dog,Scorpio,41,green,r_7916,green_dog,0
16346,59.1,card,5,5,desktop,25.6,19,LATAM,3,0,4881,en,2,0,0.521,8,cat,Aquarius,64,light,r_3511,light_cat,0
16347,35.7,card,11,2,mobile,12.9,29,EU,3,0,3292,en,2,1,0.357,260,rabbit,Taurus,97,green,r_8839,green_rabbit,0
16348,1.29,paypal,16,7,desktop,30.9,27,EU,3,0,3797,fr,9,0,0.562,107,cat,Capricorn,60,blue,r_6794,blue_cat,0
16349,66.12,card,4,2,desktop,12.8,78,EU,3,0,2814,fr,3,0,0.157,54,owl,Aquarius,69,purple,r_7348,purple_owl,0
16350,10.57,card,21,1,mobile,4.1,28,EU,2,0,787,en,6,0,0.428,342,dog,Virgo,23,blue,r_8396,blue_dog,0
16351,6.67,card,8,7,tablet,20.6,36,NA,4,0,396,de,3,1,0.604,154,elephant,Libra,74,blue,r_1602,blue_elephant,0
16352,112.68,card,8,3,mobile,32.3,56,NA,4,1,2555,en,4,1,0.446,113,dog,Sagittarius,84,light,r_4385,light_dog,0
16353,0.76,paypal,4,14,mobile,22.6,42,NA,3,0,4569,en,6,0,0.247,388,dog,Cancer,20,dark,r_356,dark_dog,0
16354,255.55,card,18,2,tablet,57.6,51,LATAM,1,0,2615,en,8,0,0.425,214,owl,Aries,87,light,r_5669,light_owl,0
16355,57.93,card,21,5,mobile,26.8,39,APAC,5,0,1307,en,4,0,0.127,179,elephant,Leo,68,purple,r_4635,purple_elephant,1
16356,326.04,paypal,23,1,desktop,6.9,70,NA,3,0,3274,it,8,0,0.185,25,tiger,Capricorn,60,purple,r_5601,purple_tiger,0
16357,4.78,paypal,10,7,tablet,19.4,52,EU,1,0,3732,en,9,0,0.038,301,elephant,Taurus,69,purple,r_5244,purple_elephant,0
16358,70.08,bank_transfer,11,1,desktop,27.6,53,APAC,4,0,4326,pt,3,1,0.372,266,owl,Aquarius,37,dark,r_9000,dark_owl,0
16359,34.38,card,4,1,desktop,34.9,64,EU,4,0,963,it,6,0,0.522,227,dog,Aries,6,light,r_4903,light_dog,0
16360,148.37,card,7,1,desktop,6.2,47,EU,4,0,1117,en,8,0,0.292,93,tiger,Aquarius,66,blue,r_5666,blue_tiger,0
16361,35.86,card,16,3,mobile,31.0,24,NA,3,0,3380,en,3,1,0.301,420,owl,Aquarius,81,light,r_6531,light_owl,0
16362,24.14,card,7,2,desktop,3.6,64,NA,3,0,1320,pt,8,0,0.141,244,rabbit,Sagittarius,99,dark,r_4017,dark_rabbit,0
16363,155.9,card,1,14,mobile,24.8,59,EU,4,0,1555,en,7,1,0.206,276,rabbit,Libra,63,light,r_229,light_rabbit,0
16364,37.56,bank_transfer,22,7,desktop,29.9,35,APAC,5,0,2660,fr,9,1,0.238,352,elephant,Taurus,52,purple,r_6091,purple_elephant,0
16365,1.36,bank_transfer,17,5,desktop,34.8,53,EU,3,0,3133,de,3,1,0.085,277,rabbit,Virgo,36,dark,r_6935,dark_rabbit,0
16366,39.58,card,18,5,mobile,15.3,19,EU,3,0,1339,en,1,0,0.272,78,rabbit,Aquarius,28,blue,r_519,blue_rabbit,0
16367,85.03,card,20,7,desktop,24.8,33,NA,5,0,3235,fr,8,0,0.114,164,tiger,Virgo,50,purple,r_7635,purple_tiger,0
16368,23.48,card,9,7,mobile,9.2,31,NA,2,0,423,pt,8,0,0.466,222,cat,Sagittarius,12,purple,r_9958,purple_cat,0
16369,45.25,bank_transfer,6,7,mobile,9.2,38,EU,4,0,528,fr,6,0,0.246,178,dog,Gemini,16,light,r_3699,light_dog,0
16370,4.67,bank_transfer,8,7,desktop,37.8,42,ME,2,0,4516,en,9,0,0.224,11,dog,Libra,26,purple,r_5346,purple_dog,0
16371,70.96,card,11,2,mobile,4.2,70,ME,0,0,3860,fr,8,0,0.488,131,tiger,Gemini,64,purple,r_8568,purple_tiger,0
16372,112.94,paypal,11,1,desktop,22.6,20,EU,3,1,1051,de,4,0,0.443,513,owl,Aquarius,58,green,r_9999,green_owl,1
16373,42.66,card,4,3,desktop,25.0,61,EU,2,0,80,de,9,0,0.287,32,elephant,Sagittarius,29,light,r_6889,light_elephant,0
16374,43.61,card,10,1,mobile,25.8,41,NA,4,0,3934,en,8,1,0.359,14,rabbit,Leo,34,green,r_3027,green_rabbit,0
16375,7.39,card,16,1,mobile,10.1,40,EU,4,0,4311,en,1,0,0.371,228,dog,Aquarius,10,dark,r_3303,dark_dog,0
16376,18.05,card,14,5,desktop,30.5,57,ME,1,0,2388,de,3,0,0.183,127,dog,Sagittarius,84,purple,r_8383,purple_dog,0
16377,13.44,card,10,3,mobile,9.0,74,EU,2,0,2248,de,1,0,0.307,178,dog,Scorpio,46,dark,r_8162,dark_dog,0
16378,52.57,card,14,3,desktop,16.6,39,APAC,1,0,2564,pt,6,0,0.334,40,dog,Cancer,46,dark,r_9387,dark_dog,0
16379,60.28,card,15,14,mobile,4.5,20,NA,3,0,4340,fr,1,0,0.202,352,elephant,Pisces,26,purple,r_9151,purple_elephant,0
16380,237.98,card,18,3,desktop,46.5,63,EU,8,0,2717,en,9,0,0.125,253,elephant,Gemini,95,light,r_2595,light_elephant,0
16381,6.08,paypal,20,2,mobile,2.5,60,NA,2,0,3587,fr,5,0,0.471,233,cat,Libra,88,light,r_2093,light_cat,0
16382,73.28,card,11,2,mobile,12.1,34,LATAM,4,0,3216,en,6,0,0.373,258,tiger,Aquarius,60,blue,r_8783,blue_tiger,0
16383,59.81,bank_transfer,2,2,mobile,41.6,60,NA,3,0,1605,fr,6,0,0.267,123,rabbit,Sagittarius,45,green,r_1873,green_rabbit,0
